Date,Flow,Flag
12/14/2003,56.5,A:e
12/15/2003,55.5,A:e
12/16/2003,52.2,A:e
12/17/2003,58.8,A:e
12/18/2003,61,A:e
12/19/2003,61,A:e
12/20/2003,57,A:e
12/21/2003,61,A:e
12/22/2003,62.3,A:e
12/23/2003,56.1,A:e
12/24/2003,55.3,A:e
12/25/2003,57,A:e
12/26/2003,58.3,A:e
12/27/2003,57.5,A:e
12/28/2003,57,A:e
12/29/2003,59.2,A:e
12/30/2003,61.3,A:e
12/31/2003,61.4,A:e
1/1/2004,59.1,A:e
1/2/2004,61,A:e
1/3/2004,62.2,A:e
1/4/2004,58.2,A:e
1/5/2004,48.1,A
1/6/2004,52.5,A:e
1/7/2004,56.3,A:e
1/8/2004,54.9,A:e
1/9/2004,53,A:e
1/10/2004,50.6,A:e
1/11/2004,52.3,A:e
1/12/2004,52,A:e
1/13/2004,51.1,A:e
1/14/2004,53.2,A:e
1/15/2004,56.1,A:e
1/16/2004,63.4,A:e
1/17/2004,61.4,A:e
1/18/2004,56.6,A:e
1/19/2004,58.2,A:e
1/20/2004,61.4,A:e
1/21/2004,62.2,A:e
1/22/2004,58.1,A
1/23/2004,57.4,A
1/24/2004,64.4,A
1/25/2004,63.2,A
1/26/2004,58.2,A:e
1/27/2004,61,A:e
1/28/2004,66.2,A:e
1/29/2004,60.2,A:e
1/30/2004,63.4,A:e
1/31/2004,64.2,A:e
2/1/2004,61.4,A:e
2/2/2004,60.1,A:e
2/3/2004,58.8,A
2/4/2004,56.6,A
2/5/2004,55.6,A
2/6/2004,59.5,A:e
2/7/2004,55.6,A:e
2/8/2004,58.2,A:e
2/9/2004,56.3,A
2/10/2004,53,A
2/11/2004,55.5,A
2/12/2004,55.6,A:e
2/13/2004,62.2,A:e
2/14/2004,64.2,A:e
2/15/2004,56.2,A:e
2/16/2004,60,A:e
2/17/2004,55.6,A
2/18/2004,58.2,A
2/19/2004,73.9,A
2/20/2004,80,A
2/21/2004,68.8,A
2/22/2004,69.1,A
2/23/2004,69,A
2/24/2004,65.2,A
2/25/2004,68.4,A
2/26/2004,67.4,A
2/27/2004,71,A
2/28/2004,98.3,A
2/29/2004,72.8,A
3/1/2004,65.2,A
3/2/2004,59,A
3/3/2004,64.3,A
3/4/2004,62.3,A
3/5/2004,62.8,A
3/6/2004,59.7,A
3/7/2004,58.5,A
3/8/2004,62.8,A
3/9/2004,71.4,A
3/10/2004,80.5,A
3/11/2004,79,A
3/12/2004,85.3,A
3/13/2004,89,A
3/14/2004,82.2,A
3/15/2004,84.3,A
3/16/2004,80.1,A
3/17/2004,76.5,A
3/18/2004,78.8,A
3/19/2004,86.7,A
3/20/2004,106,A
3/21/2004,121,A
3/22/2004,136,A
3/23/2004,150,A
3/24/2004,164,A
3/25/2004,174,A
3/26/2004,184,A
3/27/2004,160,A
3/28/2004,131,A
3/29/2004,102,A
3/30/2004,95.3,A
3/31/2004,95.2,A
4/1/2004,108,A
4/2/2004,120,A
4/3/2004,126,A
4/4/2004,126,A
4/5/2004,262,A
4/6/2004,216,A
4/7/2004,168,A
4/8/2004,181,A
4/9/2004,210,A
4/10/2004,265,A
4/11/2004,212,A
4/12/2004,201,A
4/13/2004,179,A
4/14/2004,165,A
4/15/2004,163,A
4/16/2004,153,A
4/17/2004,155,A
4/18/2004,164,A
4/19/2004,162,A
4/20/2004,137,A
4/21/2004,126,A
4/22/2004,167,A
4/23/2004,194,A
4/24/2004,159,A
4/25/2004,165,A
4/26/2004,164,A
4/27/2004,172,A
4/28/2004,201,A
4/29/2004,215,A
4/30/2004,228,A
5/1/2004,203,A
5/2/2004,176,A
5/3/2004,203,A
5/4/2004,258,A
5/5/2004,301,A
5/6/2004,348,A
5/7/2004,380,A
5/8/2004,384,A
5/9/2004,368,A
5/10/2004,364,A
5/11/2004,454,A
5/12/2004,346,A
5/13/2004,283,A
5/14/2004,224,A
5/15/2004,185,A
5/16/2004,175,A
5/17/2004,200,A
5/18/2004,227,A
5/19/2004,320,A
5/20/2004,419,A
5/21/2004,348,A
5/22/2004,268,A
5/23/2004,207,A
5/24/2004,194,A
5/25/2004,160,A
5/26/2004,148,A
5/27/2004,150,A
5/28/2004,183,A
5/29/2004,253,A
5/30/2004,253,A
5/31/2004,198,A
6/1/2004,152,A
6/2/2004,137,A
6/3/2004,121,A
6/4/2004,125,A
6/5/2004,129,A
6/6/2004,132,A
6/7/2004,128,A
6/8/2004,116,A
6/9/2004,95.7,A
6/10/2004,88.3,A
6/11/2004,91.8,A
6/12/2004,86.6,A
6/13/2004,88.4,A
6/14/2004,79.6,A
6/15/2004,68.5,A
6/16/2004,68.9,A
6/17/2004,70.9,A
6/18/2004,84.6,A
6/19/2004,83.4,A
6/20/2004,79.7,A
6/21/2004,84.3,A
6/22/2004,94.5,A
6/23/2004,87.4,A
6/24/2004,60.7,A
6/25/2004,55.5,A
6/26/2004,57.4,A
6/27/2004,56,A
6/28/2004,55.4,A
6/29/2004,57.2,A
6/30/2004,64.3,A
7/1/2004,62.8,A
7/2/2004,60.3,A
7/3/2004,56.7,A
7/4/2004,55.8,A
7/5/2004,53.9,A
7/6/2004,57.4,A
7/7/2004,54.7,A
7/8/2004,56.9,A
7/9/2004,52.2,A
7/10/2004,51.5,A
7/11/2004,50,A
7/12/2004,52.3,A
7/13/2004,49.5,A
7/14/2004,48.1,A
7/15/2004,53,A
7/16/2004,53.8,A
7/17/2004,60.4,A
7/18/2004,63.3,A
7/19/2004,58.1,A
7/20/2004,54.4,A
7/21/2004,50.6,A
7/22/2004,42.1,A
7/23/2004,45.9,A
7/24/2004,70.6,A
7/25/2004,60.4,A
7/26/2004,61.4,A
7/27/2004,77.6,A
7/28/2004,93.6,A
7/29/2004,74.3,A
7/30/2004,61.3,A
7/31/2004,54.1,A
8/1/2004,49.1,A
8/2/2004,46.2,A
8/3/2004,44.6,A
8/4/2004,40.6,A
8/5/2004,39.6,A
8/6/2004,70.5,A
8/7/2004,61,A
8/8/2004,55.4,A
8/9/2004,48.9,A
8/10/2004,40.3,A
8/11/2004,37.6,A
8/12/2004,37,A
8/13/2004,36.1,A
8/14/2004,34.5,A
8/15/2004,34.4,A
8/16/2004,35.1,A
8/17/2004,64.8,A
8/18/2004,57.2,A
8/19/2004,60.9,A
8/20/2004,52.6,A
8/21/2004,45.9,A
8/22/2004,58,A
8/23/2004,56.2,A
8/24/2004,51.9,A
8/25/2004,50.6,A
8/26/2004,46.7,A
8/27/2004,40.9,A
8/28/2004,42.9,A
8/29/2004,46.1,A
8/30/2004,46.5,A
8/31/2004,42.7,A
9/1/2004,44.2,A
9/2/2004,42.9,A
9/3/2004,44.1,A
9/4/2004,123,A
9/5/2004,126,A
9/6/2004,84.1,A
9/7/2004,71.3,A
9/8/2004,57.4,A
9/9/2004,57.7,A
9/10/2004,63.8,A
9/11/2004,67.3,A
9/12/2004,69.2,A
9/13/2004,66.6,A
9/14/2004,64,A
9/15/2004,60.5,A
9/16/2004,63,A
9/17/2004,59.3,A
9/18/2004,61,A
9/19/2004,105,A
9/20/2004,136,A
9/21/2004,272,A
9/22/2004,198,A
9/23/2004,148,A
9/24/2004,133,A
9/25/2004,133,A
9/26/2004,128,A
9/27/2004,126,A
9/28/2004,123,A
9/29/2004,129,A
9/30/2004,122,A
10/1/2004,121,A
10/2/2004,119,A
10/3/2004,118,A
10/4/2004,113,A
10/5/2004,115,A
10/6/2004,121,A
10/7/2004,129,A
10/8/2004,113,A
10/9/2004,107,A
10/10/2004,105,A
10/11/2004,105,A
10/12/2004,104,A
10/13/2004,108,A
10/14/2004,103,A
10/15/2004,96.8,A
10/16/2004,96.4,A
10/17/2004,100,A
10/18/2004,105,A
10/19/2004,111,A
10/20/2004,115,A
10/21/2004,117,A
10/22/2004,128,A
10/23/2004,131,A
10/24/2004,130,A
10/25/2004,132,A
10/26/2004,130,A
10/27/2004,123,A
10/28/2004,208,A
10/29/2004,215,A
10/30/2004,168,A
10/31/2004,173,A
11/1/2004,155,A
11/2/2004,125,A
11/3/2004,118,A
11/4/2004,125,A
11/5/2004,128,A
11/6/2004,128,A
11/7/2004,128,A
11/8/2004,130,A
11/9/2004,151,A
11/10/2004,146,A
11/11/2004,138,A
11/12/2004,132,A
11/13/2004,129,A
11/14/2004,149,A
11/15/2004,133,A
11/16/2004,125,A
11/17/2004,122,A
11/18/2004,120,A
11/19/2004,117,A
11/20/2004,118,A
11/21/2004,122,A
11/22/2004,119,A
11/23/2004,113,A
11/24/2004,115,A
11/25/2004,117,A
11/26/2004,118,A:e
11/27/2004,109,A:e
11/28/2004,113,A:e
11/29/2004,102,A:e
11/30/2004,88.7,A:e
12/1/2004,99.1,A:e
12/2/2004,97.3,A:e
12/3/2004,105,A:e
12/4/2004,94.8,A:e
12/5/2004,90.5,A:e
12/6/2004,90.5,A:e
12/7/2004,87,A:e
12/8/2004,97.5,A
12/9/2004,89.6,A:e
12/10/2004,93.9,A:e
12/11/2004,95.9,A
12/12/2004,93.9,A
12/13/2004,91.6,A
12/14/2004,90.5,A
12/15/2004,89.1,A
12/16/2004,87.2,A
12/17/2004,81.4,A
12/18/2004,83.8,A
12/19/2004,84.5,A
12/20/2004,83.9,A
12/21/2004,82.9,A
12/22/2004,72.2,A:e
12/23/2004,64.5,A:e
12/24/2004,57.6,A:e
12/25/2004,61.9,A:e
12/26/2004,73,A:e
12/27/2004,78.2,A:e
12/28/2004,88.5,A:e
12/29/2004,109,A:e
12/30/2004,123,A:e
12/31/2004,107,A
1/1/2005,98,A
1/2/2005,90.7,A
1/3/2005,88.6,A
1/4/2005,90.4,A
1/5/2005,93,A
1/6/2005,91.6,A
1/7/2005,88.4,A
1/8/2005,89.8,A
1/9/2005,128,A
1/10/2005,190,A
1/11/2005,206,A
1/12/2005,206,A
1/13/2005,120,A
1/14/2005,104,A
1/15/2005,104,A
1/16/2005,97.8,A
1/17/2005,96.3,A
1/18/2005,91.9,A
1/19/2005,91.2,A
1/20/2005,90.5,A
1/21/2005,93.3,A
1/22/2005,93.2,A
1/23/2005,91,A
1/24/2005,90,A
1/25/2005,88.9,A
1/26/2005,88,A
1/27/2005,91.6,A
1/28/2005,149,A
1/29/2005,104,A
1/30/2005,93.5,A
1/31/2005,88.9,A
2/1/2005,80.9,A
2/2/2005,77.3,A
2/3/2005,81.6,A
2/4/2005,83.7,A
2/5/2005,82.3,A
2/6/2005,84.5,A
2/7/2005,86.2,A
2/8/2005,86.7,A
2/9/2005,75.4,A
2/10/2005,77.2,A
2/11/2005,83.1,A
2/12/2005,89.9,A
2/13/2005,92.6,A
2/14/2005,89.8,A
2/15/2005,87.1,A
2/16/2005,92,A
2/17/2005,82.7,A
2/18/2005,85.5,A
2/19/2005,91.7,A
2/20/2005,93.7,A
2/21/2005,92.7,A
2/22/2005,94.2,A
2/23/2005,99.8,A
2/24/2005,91.3,A
2/25/2005,87.7,A
2/26/2005,94.5,A
2/27/2005,88.8,A
2/28/2005,86.3,A
3/1/2005,87,A
3/2/2005,85.4,A
3/3/2005,86.9,A
3/4/2005,82.7,A
3/5/2005,85.7,A
3/6/2005,87,A
3/7/2005,91,A
3/8/2005,94.8,A
3/9/2005,93.9,A
3/10/2005,104,A
3/11/2005,109,A
3/12/2005,112,A
3/13/2005,130,A
3/14/2005,112,A
3/15/2005,94.4,A
3/16/2005,100,A
3/17/2005,101,A
3/18/2005,96,A
3/19/2005,90.1,A
3/20/2005,99.3,A
3/21/2005,104,A
3/22/2005,99.7,A
3/23/2005,109,A
3/24/2005,109,A
3/25/2005,109,A
3/26/2005,112,A
3/27/2005,104,A
3/28/2005,111,A
3/29/2005,120,A
3/30/2005,128,A
3/31/2005,113,A
4/1/2005,106,A
4/2/2005,117,A
4/3/2005,130,A
4/4/2005,182,A
4/5/2005,177,A
4/6/2005,154,A
4/7/2005,195,A
4/8/2005,299,A
4/9/2005,289,A
4/10/2005,247,A
4/11/2005,193,A
4/12/2005,179,A
4/13/2005,201,A
4/14/2005,275,A
4/15/2005,404,A
4/16/2005,485,A
4/17/2005,557,A
4/18/2005,585,A
4/19/2005,618,A
4/20/2005,614,A
4/21/2005,433,A
4/22/2005,376,A
4/23/2005,365,A
4/24/2005,525,A
4/25/2005,516,A
4/26/2005,447,A
4/27/2005,421,A
4/28/2005,493,A
4/29/2005,476,A
4/30/2005,423,A
5/1/2005,373,A
5/2/2005,344,A
5/3/2005,326,A
5/4/2005,344,A
5/5/2005,412,A
5/6/2005,456,A
5/7/2005,559,A
5/8/2005,529,A
5/9/2005,531,A
5/10/2005,698,A
5/11/2005,746,A
5/12/2005,586,A
5/13/2005,520,A
5/14/2005,598,A
5/15/2005,649,A
5/16/2005,830,A
5/17/2005,1030,A
5/18/2005,1020,A
5/19/2005,1160,A
5/20/2005,1490,A
5/21/2005,1930,A
5/22/2005,2170,A
5/23/2005,2310,A
5/24/2005,2310,A
5/25/2005,2220,A
5/26/2005,2060,A
5/27/2005,1880,A
5/28/2005,1710,A
5/29/2005,1510,A
5/30/2005,1540,A
5/31/2005,1400,A
6/1/2005,1380,A
6/2/2005,1420,A
6/3/2005,1580,A
6/4/2005,1490,A
6/5/2005,1180,A
6/6/2005,1170,A
6/7/2005,1300,A
6/8/2005,1230,A
6/9/2005,1140,A
6/10/2005,1260,A
6/11/2005,1110,A
6/12/2005,1280,A
6/13/2005,1180,A
6/14/2005,1010,A
6/15/2005,1110,A
6/16/2005,1410,A
6/17/2005,1490,A
6/18/2005,1430,A
6/19/2005,1400,A
6/20/2005,1250,A
6/21/2005,1160,A
6/22/2005,1160,A
6/23/2005,1140,A
6/24/2005,1010,A
6/25/2005,956,A
6/26/2005,952,A
6/27/2005,820,A:e
6/28/2005,757,A:e
6/29/2005,821,A
6/30/2005,675,A
7/1/2005,556,A
7/2/2005,495,A
7/3/2005,453,A
7/4/2005,408,A
7/5/2005,358,A
7/6/2005,323,A
7/7/2005,301,A
7/8/2005,273,A
7/9/2005,239,A
7/10/2005,221,A
7/11/2005,201,A
7/12/2005,179,A
7/13/2005,163,A
7/14/2005,152,A
7/15/2005,143,A
7/16/2005,119,A
7/17/2005,106,A
7/18/2005,96.1,A
7/19/2005,81.1,A
7/20/2005,76.8,A
7/21/2005,71.7,A
7/22/2005,71.4,A
7/23/2005,75.8,A
7/24/2005,88.9,A
7/25/2005,98.4,A
7/26/2005,128,A
7/27/2005,103,A
7/28/2005,93.7,A
7/29/2005,83.3,A
7/30/2005,76.3,A
7/31/2005,74,A
8/1/2005,75.3,A
8/2/2005,82,A
8/3/2005,111,A
8/4/2005,101,A
8/5/2005,113,A
8/6/2005,117,A
8/7/2005,112,A
8/8/2005,102,A
8/9/2005,101,A
8/10/2005,131,A
8/11/2005,152,A
8/12/2005,138,A
8/13/2005,121,A
8/14/2005,122,A
8/15/2005,114,A
8/16/2005,126,A
8/17/2005,134,A
8/18/2005,127,A
8/19/2005,125,A
8/20/2005,120,A
8/21/2005,122,A
8/22/2005,130,A
8/23/2005,130,A
8/24/2005,136,A
8/25/2005,133,A
8/26/2005,135,A
8/27/2005,123,A
8/28/2005,126,A
8/29/2005,123,A
8/30/2005,115,A
8/31/2005,108,A
9/1/2005,108,A
9/2/2005,107,A
9/3/2005,109,A
9/4/2005,118,A
9/5/2005,109,A
9/6/2005,104,A
9/7/2005,110,A
9/8/2005,112,A
9/9/2005,151,A
9/10/2005,189,A
9/11/2005,137,A
9/12/2005,128,A
9/13/2005,126,A
9/14/2005,130,A
9/15/2005,128,A
9/16/2005,126,A
9/17/2005,121,A
9/18/2005,114,A
9/19/2005,111,A
9/20/2005,104,A
9/21/2005,134,A
9/22/2005,231,A
9/23/2005,141,A
9/24/2005,135,A
9/25/2005,126,A
9/26/2005,118,A
9/27/2005,143,A
9/28/2005,323,A:e
9/29/2005,246,A:e
9/30/2005,188,A:e
10/1/2005,157,A:e
10/2/2005,124,A:e
10/3/2005,111,A:e
10/4/2005,132,A:e
10/5/2005,151,A:e
10/6/2005,123,A:e
10/7/2005,117,A:e
10/8/2005,116,A:e
10/9/2005,189,A:e
10/10/2005,220,A:e
10/11/2005,212,A:e
10/12/2005,189,A
10/13/2005,177,A
10/14/2005,168,A
10/15/2005,169,A
10/16/2005,167,A
10/17/2005,164,A
10/18/2005,163,A
10/19/2005,191,A
10/20/2005,192,A
10/21/2005,187,A
10/22/2005,177,A
10/23/2005,170,A
10/24/2005,164,A
10/25/2005,161,A
10/26/2005,160,A
10/27/2005,159,A
10/28/2005,158,A
10/29/2005,183,A
10/30/2005,356,A
10/31/2005,223,A
11/1/2005,186,A
11/2/2005,178,A
11/3/2005,175,A
11/4/2005,167,A
11/5/2005,166,A
11/6/2005,165,A
11/7/2005,162,A
11/8/2005,157,A
11/9/2005,154,A
11/10/2005,154,A
11/11/2005,169,A
11/12/2005,199,A
11/13/2005,180,A
11/14/2005,177,A
11/15/2005,168,A
11/16/2005,143,A
11/17/2005,156,A
11/18/2005,150,A
11/19/2005,157,A
11/20/2005,142,A
11/21/2005,144,A
11/22/2005,144,A
11/23/2005,141,A
11/24/2005,138,A
11/25/2005,134,A
11/26/2005,145,A
11/27/2005,138,A
11/28/2005,130,A
11/29/2005,113,A
11/30/2005,135,A
12/1/2005,132,A
12/2/2005,137,A
12/3/2005,136,A:e
12/4/2005,123,A:e
12/5/2005,106,A:e
12/6/2005,123,A:e
12/7/2005,121,A:e
12/8/2005,120,A:e
12/9/2005,129,A:e
12/10/2005,131,A:e
12/11/2005,133,A:e
12/12/2005,136,A:e
12/13/2005,137,A:e
12/14/2005,136,A:e
12/15/2005,133,A:e
12/16/2005,131,A:e
12/17/2005,131,A:e
12/18/2005,132,A:e
12/19/2005,132,A:e
12/20/2005,134,A:e
12/21/2005,118,A
12/22/2005,116,A
12/23/2005,120,A
12/24/2005,118,A
12/25/2005,114,A
12/26/2005,115,A
12/27/2005,137,A
12/28/2005,121,A
12/29/2005,121,A
12/30/2005,117,A
12/31/2005,118,A
1/1/2006,134,A
1/2/2006,121,A
1/3/2006,128,A
1/4/2006,117,A
1/5/2006,109,A
1/6/2006,108,A
1/7/2006,110,A
1/8/2006,110,A
1/9/2006,104,A
1/10/2006,97,A
1/11/2006,103,A
1/12/2006,109,A
1/13/2006,99.3,A
1/14/2006,107,A
1/15/2006,108,A
1/16/2006,112,A
1/17/2006,105,A
1/18/2006,110,A
1/19/2006,108,A
1/20/2006,102,A
1/21/2006,96.6,A
1/22/2006,103,A
1/23/2006,102,A
1/24/2006,98.5,A
1/25/2006,103,A
1/26/2006,99.6,A
1/27/2006,98.7,A
1/28/2006,99.7,A
1/29/2006,98,A
1/30/2006,96.4,A
1/31/2006,96.6,A
2/1/2006,97.2,A
2/2/2006,102,A
2/3/2006,99.3,A
2/4/2006,96.8,A
2/5/2006,96.7,A
2/6/2006,90.9,A
2/7/2006,92.6,A
2/8/2006,94.4,A
2/9/2006,95.4,A
2/10/2006,93.6,A
2/11/2006,75.3,A
2/12/2006,90.5,A
2/13/2006,96.3,A
2/14/2006,92.3,A
2/15/2006,98.5,A
2/16/2006,96.8,A
2/17/2006,89,A
2/18/2006,91.6,A
2/19/2006,92.6,A
2/20/2006,92.3,A
2/21/2006,89.7,A
2/22/2006,85.5,A
2/23/2006,86.7,A
2/24/2006,89.6,A
2/25/2006,92.6,A
2/26/2006,95.8,A
2/27/2006,105,A
2/28/2006,143,A
3/1/2006,223,A
3/2/2006,139,A
3/3/2006,128,A
3/4/2006,130,A
3/5/2006,123,A
3/6/2006,132,A
3/7/2006,136,A
3/8/2006,154,A
3/9/2006,125,A
3/10/2006,127,A
3/11/2006,114,A
3/12/2006,118,A
3/13/2006,118,A
3/14/2006,113,A
3/15/2006,125,A
3/16/2006,107,A
3/17/2006,119,A
3/18/2006,123,A
3/19/2006,135,A
3/20/2006,117,A
3/21/2006,109,A
3/22/2006,103,A
3/23/2006,108,A
3/24/2006,113,A
3/25/2006,117,A
3/26/2006,140,A
3/27/2006,126,A
3/28/2006,128,A
3/29/2006,189,A
3/30/2006,223,A
3/31/2006,173,A
4/1/2006,202,A
4/2/2006,215,A
4/3/2006,187,A
4/4/2006,239,A
4/5/2006,355,A
4/6/2006,491,A
4/7/2006,326,A
4/8/2006,281,A
4/9/2006,359,A
4/10/2006,473,A
4/11/2006,511,A
4/12/2006,412,A
4/13/2006,597,A
4/14/2006,746,A
4/15/2006,906,A
4/16/2006,660,A
4/17/2006,761,A
4/18/2006,751,A
4/19/2006,506,A
4/20/2006,480,A
4/21/2006,538,A
4/22/2006,585,A
4/23/2006,762,A
4/24/2006,817,A
4/25/2006,636,A
4/26/2006,598,A
4/27/2006,692,A
4/28/2006,776,A
4/29/2006,684,A
4/30/2006,632,A
5/1/2006,638,A
5/2/2006,674,A
5/3/2006,724,A
5/4/2006,721,A
5/5/2006,742,A
5/6/2006,680,A
5/7/2006,655,A
5/8/2006,740,A
5/9/2006,775,A
5/10/2006,789,A:e
5/11/2006,726,A:e
5/12/2006,771,A:e
5/13/2006,955,A:e
5/14/2006,1040,A:e
5/15/2006,1110,A:e
5/16/2006,1150,A
5/17/2006,1110,A
5/18/2006,1040,A
5/19/2006,1020,A
5/20/2006,933,A
5/21/2006,901,A
5/22/2006,949,A
5/23/2006,1190,A
5/24/2006,856,A
5/25/2006,765,A
5/26/2006,667,A
5/27/2006,584,A
5/28/2006,470,A
5/29/2006,390,A
5/30/2006,321,A
5/31/2006,261,A
6/1/2006,223,A
6/2/2006,195,A
6/3/2006,190,A
6/4/2006,176,A
6/5/2006,165,A
6/6/2006,155,A
6/7/2006,151,A
6/8/2006,162,A
6/9/2006,209,A
6/10/2006,186,A
6/11/2006,163,A
6/12/2006,130,A
6/13/2006,112,A
6/14/2006,104,A
6/15/2006,101,A
6/16/2006,104,A
6/17/2006,103,A
6/18/2006,90.6,A
6/19/2006,80.7,A
6/20/2006,71.9,A
6/21/2006,67.8,A
6/22/2006,66.7,A
6/23/2006,65.7,A
6/24/2006,65.9,A
6/25/2006,62,A
6/26/2006,60.9,A
6/27/2006,59.7,A
6/28/2006,64.6,A
6/29/2006,61.8,A
6/30/2006,60,A
7/1/2006,57.8,A
7/2/2006,59.7,A
7/3/2006,64.5,A
7/4/2006,68.2,A
7/5/2006,69,A
7/6/2006,98.5,A
7/7/2006,83.7,A
7/8/2006,107,A
7/9/2006,147,A
7/10/2006,183,A
7/11/2006,172,A
7/12/2006,128,A
7/13/2006,115,A
7/14/2006,104,A
7/15/2006,91.6,A
7/16/2006,85.5,A
7/17/2006,83.8,A
7/18/2006,84.8,A
7/19/2006,158,A
7/20/2006,138,A
7/21/2006,97.8,A
7/22/2006,85.8,A
7/23/2006,77.4,A
7/24/2006,74.1,A
7/25/2006,71.5,A
7/26/2006,68.3,A
7/27/2006,55.7,A
7/28/2006,53.5,A
7/29/2006,52.2,A
7/30/2006,49,A
7/31/2006,52.1,A
8/1/2006,118,A
8/2/2006,115,A
8/3/2006,99.2,A
8/4/2006,93.6,A
8/5/2006,129,A
8/6/2006,158,A
8/7/2006,109,A
8/8/2006,105,A
8/9/2006,94,A
8/10/2006,83.3,A
8/11/2006,82.6,A
8/12/2006,82,A
8/13/2006,85.5,A
8/14/2006,82.8,A
8/15/2006,85.5,A
8/16/2006,88.6,A
8/17/2006,76.9,A
8/18/2006,74.5,A
8/19/2006,76.7,A
8/20/2006,77.6,A
8/21/2006,76.2,A
8/22/2006,70.9,A
8/23/2006,72.2,A
8/24/2006,72.8,A
8/25/2006,78.3,A
8/26/2006,80.4,A
8/27/2006,84,A
8/28/2006,77.8,A
8/29/2006,62.2,A
8/30/2006,63.1,A
8/31/2006,63.1,A
9/1/2006,65.9,A
9/2/2006,59.3,A
9/3/2006,62.6,A
9/4/2006,62.1,A
9/5/2006,63.1,A
9/6/2006,63.3,A
9/7/2006,62.7,A
9/8/2006,69.4,A
9/9/2006,85.6,A
9/10/2006,77.5,A
9/11/2006,81.5,A
9/12/2006,80.9,A
9/13/2006,81,A
9/14/2006,87,A
9/15/2006,153,A
9/16/2006,138,A
9/17/2006,125,A
9/18/2006,117,A
9/19/2006,103,A
9/20/2006,115,A
9/21/2006,154,A
9/22/2006,205,A
9/23/2006,154,A
9/24/2006,134,A
9/25/2006,123,A
9/26/2006,116,A
9/27/2006,118,A
9/28/2006,114,A
9/29/2006,109,A
9/30/2006,115,A
10/1/2006,110,A
10/2/2006,103,A
10/3/2006,128,A
10/4/2006,144,A
10/5/2006,148,A
10/6/2006,312,A
10/7/2006,587,A
10/8/2006,363,A
10/9/2006,235,A:e
10/10/2006,225,A:e
10/11/2006,216,A:e
10/12/2006,200,A
10/13/2006,186,A
10/14/2006,185,A
10/15/2006,197,A
10/16/2006,217,A
10/17/2006,305,A
10/18/2006,246,A
10/19/2006,189,A
10/20/2006,177,A
10/21/2006,174,A
10/22/2006,168,A
10/23/2006,160,A
10/24/2006,156,A
10/25/2006,170,A
10/26/2006,202,A
10/27/2006,169,A
10/28/2006,176,A
10/29/2006,172,A
10/30/2006,167,A
10/31/2006,157,A
11/1/2006,147,A
11/2/2006,142,A
11/3/2006,146,A
11/4/2006,140,A
11/5/2006,140,A
11/6/2006,138,A
11/7/2006,134,A
11/8/2006,134,A
11/9/2006,135,A
11/10/2006,132,A
11/11/2006,126,A
11/12/2006,146,A
11/13/2006,126,A
11/14/2006,142,A
11/15/2006,119,A
11/16/2006,118,A
11/17/2006,130,A
11/18/2006,124,A
11/19/2006,118,A
11/20/2006,116,A
11/21/2006,120,A
11/22/2006,124,A
11/23/2006,125,A
11/24/2006,121,A
11/25/2006,126,A
11/26/2006,126,A
11/27/2006,120,A
11/28/2006,120,A
11/29/2006,113,A
11/30/2006,92.3,A
12/1/2006,116,A
12/2/2006,117,A
12/3/2006,102,A
12/4/2006,101,A
12/5/2006,97.8,A
12/6/2006,104,A
12/7/2006,106,A
12/8/2006,115,A
12/9/2006,118,A
12/10/2006,119,A
12/11/2006,125,A
12/12/2006,122,A
12/13/2006,117,A
12/14/2006,116,A
12/15/2006,114,A
12/16/2006,111,A
12/17/2006,108,A
12/18/2006,103,A
12/19/2006,98.6,A
12/20/2006,100,A
12/21/2006,100,A
12/22/2006,99.9,A
12/23/2006,108,A
12/24/2006,111,A
12/25/2006,106,A
12/26/2006,110,A
12/27/2006,98.9,A
12/28/2006,98.7,A
12/29/2006,96.3,A
12/30/2006,92.3,A
12/31/2006,96,A
1/1/2007,108,A
1/2/2007,107,A
1/3/2007,101,A
1/4/2007,92,A
1/5/2007,93.9,A
1/6/2007,84.1,A
1/7/2007,85.6,A
1/8/2007,76.2,A
1/9/2007,77.6,A
1/10/2007,79.5,A
1/11/2007,85.1,A
1/12/2007,96.6,A
1/13/2007,94.3,A
1/14/2007,85.3,A
1/15/2007,62.6,A:e
1/16/2007,70.7,A:e
1/17/2007,68.4,A:e
1/18/2007,65.7,A:e
1/19/2007,64.7,A:e
1/20/2007,68.4,A:e
1/21/2007,73.2,A:e
1/22/2007,67.1,A:e
1/23/2007,63.6,A:e
1/24/2007,63.6,A:e
1/25/2007,63.1,A:e
1/26/2007,62.9,A:e
1/27/2007,62.1,A:e
1/28/2007,59.8,A:e
1/29/2007,58.2,A:e
1/30/2007,57.3,A:e
1/31/2007,60.2,A:e
2/1/2007,57.6,A:e
2/2/2007,56.5,A:e
2/3/2007,56.5,A:e
2/4/2007,57.6,A:e
2/5/2007,68.9,A:e
2/6/2007,90.3,A:e
2/7/2007,104,A:e
2/8/2007,104,A
2/9/2007,104,A
2/10/2007,110,A
2/11/2007,138,A
2/12/2007,174,A
2/13/2007,126,A
2/14/2007,105,A
2/15/2007,92.5,A
2/16/2007,98,A
2/17/2007,88,A
2/18/2007,91.1,A
2/19/2007,110,A
2/20/2007,130,A
2/21/2007,113,A
2/22/2007,115,A
